task,scope,gene_mask,method,program,model,status,n_task_units,expected_task_units,n_comparison_units,comparison_units,n_estimable,all_selected_units_estimable,correlation,correlation_unit_min,correlation_unit_max,mean_rmse,mean_mae,status_counts,selection_scope
T5c,full_census_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,scGen,native,4,4,4,B;Mono;NK;T_cells,3,False,,,,,,"{""estimable"": 3, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.3426497911610085,0.1337690655856359,0.5996232413985783,0.2102330750646613,0.1706172501674216,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,CPA,native,4,4,4,B;Mono;NK;T_cells,4,True,0.1550616167900808,0.0678969128343412,0.2325750984239334,0.2924810159750581,0.2370412381336239,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.7829049458536836,0.6599518163318306,0.8731718183529672,0.2541389913917573,0.2189008774564382,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,CellOT,native,4,4,4,B;Mono;NK;T_cells,3,False,,,,,,"{""estimable"": 3, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.880594969213006,0.7680556266788378,0.9336410493676336,0.1393116032177644,0.1085105770217804,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.7958079144083751,0.6968362340646779,0.8689937595643076,0.2710423540399077,0.2355228997275735,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,STATE,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2117787851095116,0.1022428456264599,0.3773516074217513,0.3066479181761787,0.2501358560568993,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.2819956927494217,0.2314462573076115,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.2541253567737252,0.1998611361867643,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.6751713331179242,0.1617889270637558,0.9217529243222664,0.18652950975923,0.1474328831194493,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.904245127559944,0.8110288948761815,0.941164660190672,0.136754312806732,0.1082771810274988,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scGen,native,4,4,4,B;Mono;NK;T_cells,3,False,,,,,,"{""estimable"": 3, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.728121624315645,0.5913925446081916,0.8077200700839885,0.2400435004375228,0.1982523464165776,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,CPA,native,4,4,2,Mono;NK,1,False,,,,0.1976697703636928,0.1915227733259648,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,CellFlow,native,4,4,2,Mono;NK,1,False,,,,0.147535127823161,0.1414421801602652,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,CellOT,native,4,4,2,Mono;NK,1,False,,,,0.0656391443000006,0.0490050428295109,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,FP-ridge,diagnostic,4,4,2,Mono;NK,1,False,,,,0.0381477126129152,0.0177445657179699,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,PRnet,native,4,4,2,Mono;NK,1,False,,,,0.3703481190339303,0.3646163535046513,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,PerturbNet,native,4,4,2,Mono;NK,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,STATE,native,4,4,2,Mono;NK,0,False,,,,0.3537511692855799,0.3488760937643916,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,cell-mean,floor,4,4,2,Mono;NK,0,False,,,,0.3537511692855799,0.3488760937643916,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,linear-PCA,floor,4,4,2,Mono;NK,0,False,,,,0.0388284629009542,0.0175350234871511,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scFoundation,adapted,4,4,2,Mono;NK,1,False,,,,0.0352742450761556,0.0170675831260937,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scGPT,adapted,4,4,2,Mono;NK,1,False,,,,0.033406361907965,0.0192307036934696,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scGen,native,4,4,2,Mono;NK,1,False,,,,0.0852062906380557,0.0750269641705811,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scPRAM,native,4,4,2,Mono;NK,2,True,0.2338138416036417,-0.0344746688208424,0.502102352028126,0.1097859389069287,0.0784998157870498,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,CPA,native,4,4,3,B;Mono;NK,0,False,,,,0.0222956635590969,0.0058487238867178,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,CellFlow,native,4,4,3,B;Mono;NK,0,False,,,,0.0222956635590969,0.0058487238867178,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,CellOT,native,4,4,3,B;Mono;NK,2,False,,,,0.0199297442421624,0.0058296183721715,"{""constant_predicted_score"": 1, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,FP-ridge,diagnostic,4,4,3,B;Mono;NK,2,False,,,,0.020115006526954,0.0057048294495102,"{""constant_predicted_score"": 1, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,PRnet,native,4,4,3,B;Mono;NK,0,False,,,,0.0222956635590969,0.0058487238867178,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,PerturbNet,native,4,4,3,B;Mono;NK,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,STATE,native,4,4,3,B;Mono;NK,0,False,,,,0.0222956635590969,0.0058487238867178,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,cell-mean,floor,4,4,3,B;Mono;NK,0,False,,,,0.0222956635590969,0.0058487238867178,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,linear-PCA,floor,4,4,3,B;Mono;NK,0,False,,,,0.0222956635590969,0.0058487238867178,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scFoundation,adapted,4,4,3,B;Mono;NK,1,False,,,,0.0207186701164347,0.0058351184445409,"{""constant_predicted_score"": 2, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scGPT,adapted,4,4,3,B;Mono;NK,3,True,0.2303751208637591,-0.0123982552379701,0.5316085553780872,0.0203701650174339,0.0065293819655521,"{""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scGen,native,4,4,3,B;Mono;NK,1,False,,,,0.0225351088219091,0.0059567954841511,"{""constant_predicted_score"": 2, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scPRAM,native,4,4,3,B;Mono;NK,3,True,0.2047033671240778,-0.0128743147443141,0.6072152481734542,0.0221526795502485,0.0064051478747527,"{""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,CPA,native,4,4,4,B;Mono;NK;T_cells,2,False,,,,0.0470966293841011,0.0323425215298885,"{""constant_predicted_score"": 2, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.6505917239894905,0.5095991507916044,0.7496566868310294,0.0371370958802496,0.0248082320162107,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,CellOT,native,4,4,4,B;Mono;NK;T_cells,3,False,,,,,,"{""estimable"": 3, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.8099282882169518,0.6495684835527173,0.8966071540089164,0.0250303927119617,0.0137828774062816,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.5105945729792138,0.3772429188026639,0.6538937651583836,0.0657334773692266,0.0412853216818642,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,STATE,native,4,4,4,B;Mono;NK;T_cells,3,False,,,,0.0516718924956137,0.0401220238095238,"{""constant_predicted_score"": 1, ""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.0449163995728463,0.0286996707193515,"{""constant_predicted_score"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.0378128111834409,0.0200342958459979,"{""constant_predicted_score"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.5720405165554548,0.2066160715027784,0.8373925587018323,0.0325575343832004,0.0169142920466058,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.8292311182812812,0.6252507334237684,0.9307150616999916,0.0262493504207672,0.0150382788753799,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,scGen,native,4,4,4,B;Mono;NK;T_cells,3,False,,,,,,"{""estimable"": 3, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.530928003228251,0.2761417560588804,0.6895974015209132,0.0559123822130131,0.0334607586119554,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,CPA,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0649490684346998,-0.049411686270331,0.2293619966285847,0.4856667298156293,0.4799482672142734,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2684526602809267,0.0787475742256654,0.4072820451534151,0.4767053580764931,0.4704976574653828,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2663859677341942,-0.0202451381486507,0.6092939871717277,0.2711782011865173,0.2348477027026416,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.1554461090675695,-0.1813608828516802,0.4661223112896805,0.1183986386226036,0.0760752440650503,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.4082978578150109,0.2338827256670269,0.7085884256611557,0.7548099365172006,0.749922354375012,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.1713363784388349,-0.3263444767997216,0.5185771534097606,0.3451946753882436,0.3048374883151767,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,STATE,native,4,4,4,B;Mono;NK;T_cells,4,True,-0.0672342986438984,-0.3098934754548607,0.1262945744689346,0.790155816278985,0.7848852031990315,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.872776253283751,0.8680244477262137,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.0898317882049324,0.0656952167473571,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.2535439770169783,-0.3149705995775953,0.7373638328750171,0.0799997214656924,0.0481475208874217,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.3400187541999025,0.0094927020368594,0.6746454143933422,0.0799408067235042,0.054650516850165,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,scGen,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0767720004169041,-0.0921314360691602,0.3603404485460223,0.3188516771993018,0.3017766890358758,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2276713949875083,0.0159531244637866,0.503560146503428,0.3866241200812057,0.3165346166950142,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,CPA,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0517424691765009,-0.0155918328440053,0.1364569578000201,0.1580825499799779,0.1301717015474596,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.3183199773862861,-0.1633609956139049,0.5266605763096877,0.1683379224630792,0.1422354173595708,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.5171373204761258,0.1432201231316567,0.7201270825639928,0.1645085327818433,0.1381132743718465,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.5318111499902106,0.1437945392151088,0.6753672405219991,0.0985787437906244,0.0647574469556866,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.4127091144018662,0.104334229039172,0.5427459916102898,0.3028402853029416,0.2822103702124816,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.3354926253737451,-0.0482373178327136,0.6702898465262933,0.1244864722355938,0.0920739043523963,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,STATE,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0829474410004708,-0.0520042757238203,0.356357929849704,0.2540326420409632,0.2248981648085101,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.3620915365222582,0.3517972363200561,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.1036442188476801,0.0652696375191912,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.4131053107076462,-0.0791996720380406,0.6201229744280891,0.093003911640502,0.0616993041131291,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.55056289355539,0.3121421012776216,0.6958914867097175,0.095893786310893,0.0672420787001589,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,scGen,native,4,4,4,B;Mono;NK;T_cells,4,True,0.615640973752521,0.3870456101601573,0.7736752698579376,0.1281192818758081,0.1032096626494487,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.344281989319139,0.1256855112050518,0.5974772828937674,0.2101652952619553,0.1708523755806489,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,CPA,native,4,4,4,B;Mono;NK;T_cells,4,True,0.15296643182305,0.0627101171667267,0.2291600358482324,0.2925964487768822,0.2371386233104311,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.7841594394406926,0.6591382360065406,0.8738307818003919,0.2537743009140216,0.2184220772517889,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.850597372215157,0.6940034199842632,0.9190996291362568,0.1914248010863039,0.1491571410402883,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.8804541714714915,0.7680403041733426,0.9329094735448644,0.1393285775283275,0.1085663530121471,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.8025546066341884,0.6961373585902915,0.8685087382073851,0.2705640480159419,0.2353674596818257,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.8128202702143486,0.5399714642847206,0.9326236015361284,0.1561217349233929,0.1194270314926011,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,STATE,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2166570165279853,0.0990432238822923,0.3744447986233397,0.3063483986412731,0.2499397521739508,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.2817383767489969,0.2312877303218993,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.2542322784375742,0.2001097889585289,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.6758633947845428,0.1614240301719748,0.9246715870111591,0.1860955963950921,0.1471243233904257,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.9060681791532624,0.810883926026042,0.9414677443974389,0.1356649738447032,0.1077634297209798,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,scGen,native,4,4,4,B;Mono;NK;T_cells,4,True,0.881554723006942,0.7648492301704367,0.9282318290502312,0.1510595727310727,0.122702058222465,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.7273972753360279,0.5924014883865587,0.8041729820907708,0.2405266912238976,0.1986067567582918,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,CPA,native,4,4,2,Mono;NK,1,False,,,,0.1975558199603454,0.1913843314958423,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,CellFlow,native,4,4,2,Mono;NK,1,False,,,,0.1472438248772493,0.1411570587685695,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,CellOT,native,4,4,2,Mono;NK,1,False,,,,0.0656525206729886,0.048913552275063,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,FP-ridge,diagnostic,4,4,2,Mono;NK,1,False,,,,0.0382494265362679,0.0177414743529851,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,PRnet,native,4,4,2,Mono;NK,1,False,,,,0.3702769846116484,0.3645819863589647,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,PerturbNet,native,4,4,2,Mono;NK,1,False,,,,0.1001736416972727,0.0836408250023357,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,STATE,native,4,4,2,Mono;NK,0,False,,,,0.353620440597056,0.3487284873399981,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,cell-mean,floor,4,4,2,Mono;NK,0,False,,,,0.353620440597056,0.3487284873399981,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,linear-PCA,floor,4,4,2,Mono;NK,0,False,,,,0.0389558462246856,0.0175856301971409,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
