bundle_path,sha256,reason
predictions/v2_native/C2_LODO__CINEMA-OT__C2_lodo_D465.npz,0503c6070e7ac87a282b1d0c57b80a11f168a00da036918ca4cfb0ab69716068,"withdrawn 2026-09-14: the reference arm was the held unit's controls alone and the mean was taken over all of them, so a uniform balanced OT collapses the prediction to that condition's TRAINING TREATED MEAN (mean_rows(rownorm(P) @ X_treated) = mean_rows(X_treated)). Measured: predictions across the eight held lineages correlated at 0.995, indistinguishable from the cell-mean floor at 0.996, while scGen/CellOT/scPRAM read the held controls at 0.84-0.91. Superseded by the re-run whose reference also carries the training controls and which averages only the held rows."
predictions/v2_native/C2_LODO__CINEMA-OT__C2_lodo_D466.npz,7f8c1b067fd451e1e2d38afde016d699426d6c08789dcaffc276c478f30dcf41,"withdrawn 2026-09-14: the reference arm was the held unit's controls alone and the mean was taken over all of them, so a uniform balanced OT collapses the prediction to that condition's TRAINING TREATED MEAN (mean_rows(rownorm(P) @ X_treated) = mean_rows(X_treated)). Measured: predictions across the eight held lineages correlated at 0.995, indistinguishable from the cell-mean floor at 0.996, while scGen/CellOT/scPRAM read the held controls at 0.84-0.91. Superseded by the re-run whose reference also carries the training controls and which averages only the held rows."
predictions/v2_native/C2_LODO__CINEMA-OT__C2_lodo_D481.npz,37332cc5907e97607dd5360bc623ef14e4248e746b7d4e50f5412fc9483b6012,"withdrawn 2026-09-14: the reference arm was the held unit's controls alone and the mean was taken over all of them, so a uniform balanced OT collapses the prediction to that condition's TRAINING TREATED MEAN (mean_rows(rownorm(P) @ X_treated) = mean_rows(X_treated)). Measured: predictions across the eight held lineages correlated at 0.995, indistinguishable from the cell-mean floor at 0.996, while scGen/CellOT/scPRAM read the held controls at 0.84-0.91. Superseded by the re-run whose reference also carries the training controls and which averages only the held rows."
predictions/v2_native/C2_LODO__CINEMA-OT__C2_lodo_D482.npz,51eadea1faa03c35eb05c17c66a4ee1fee669e03a8758d4f95729555bbc8388b,"withdrawn 2026-09-14: the reference arm was the held unit's controls alone and the mean was taken over all of them, so a uniform balanced OT collapses the prediction to that condition's TRAINING TREATED MEAN (mean_rows(rownorm(P) @ X_treated) = mean_rows(X_treated)). Measured: predictions across the eight held lineages correlated at 0.995, indistinguishable from the cell-mean floor at 0.996, while scGen/CellOT/scPRAM read the held controls at 0.84-0.91. Superseded by the re-run whose reference also carries the training controls and which averages only the held rows."
predictions/v2_native/C2_LODO__CINEMA-OT__C2_lodo_D483.npz,52e0d11335817f7a34f416b3735e4e6b4be87a227c499bad402fecc9e8050507,"withdrawn 2026-09-14: the reference arm was the held unit's controls alone and the mean was taken over all of them, so a uniform balanced OT collapses the prediction to that condition's TRAINING TREATED MEAN (mean_rows(rownorm(P) @ X_treated) = mean_rows(X_treated)). Measured: predictions across the eight held lineages correlated at 0.995, indistinguishable from the cell-mean floor at 0.996, while scGen/CellOT/scPRAM read the held controls at 0.84-0.91. Superseded by the re-run whose reference also carries the training controls and which averages only the held rows."
predictions/v2_native/C2_LODO__CINEMA-OT__C2_lodo_D484.npz,1752d2ca71207fc4d645420036f3e55766f51b0fc159674df8b0d36162e973b7,"withdrawn 2026-09-14: the reference arm was the held unit's controls alone and the mean was taken over all of them, so a uniform balanced OT collapses the prediction to that condition's TRAINING TREATED MEAN (mean_rows(rownorm(P) @ X_treated) = mean_rows(X_treated)). Measured: predictions across the eight held lineages correlated at 0.995, indistinguishable from the cell-mean floor at 0.996, while scGen/CellOT/scPRAM read the held controls at 0.84-0.91. Superseded by the re-run whose reference also carries the training controls and which averages only the held rows."
predictions/v2_native/C2_LODO__CINEMA-OT__C2_lodo_D485.npz,7697a7876ef2549aa277dbba358c747f78bdcb620f1bc5d2f45bb7b6dab5badc,"withdrawn 2026-09-14: the reference arm was the held unit's controls alone and the mean was taken over all of them, so a uniform balanced OT collapses the prediction to that condition's TRAINING TREATED MEAN (mean_rows(rownorm(P) @ X_treated) = mean_rows(X_treated)). Measured: predictions across the eight held lineages correlated at 0.995, indistinguishable from the cell-mean floor at 0.996, while scGen/CellOT/scPRAM read the held controls at 0.84-0.91. Superseded by the re-run whose reference also carries the training controls and which averages only the held rows."
predictions/C1_LOCT__STATE__C1_loct_B.npz,3e236140688c62131213d459f452720c2b5d7dea6cae0ce67df8350ded2cbbd3,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_B.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__STATE__C1_loct_CD4T.npz,2e86b2a80aebb06f92d6fd881f45a76399b9fe9c4f5cce9efa4d18a988a1cc10,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_CD4T.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__STATE__C1_loct_CD8T.npz,45fea376f2ecb5b33d2e9580ada30433d3f68c99c2c160483beafaf9731f2288,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_CD8T.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__STATE__C1_loct_DC.npz,6bda07627201f9304b66b9d0e62ac29a6fba42700363821895137a9c9497b4eb,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_DC.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__STATE__C1_loct_Mk.npz,dc964f0d4eeb6396efa8b3d20ea7cb09e89ca7933940049fd222c81953f5b86f,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_Mk.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__STATE__C1_loct_Mono_CD14.npz,fe2b8a33f33a8d84a3fd5c6d6c9cb9cb20d70b9d2051f8e3c8996ff27600ca17,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_Mono_CD14.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__STATE__C1_loct_Mono_FCGR3A.npz,3bddee154d653d00dec7065c199f811a5f4a2e4c6fe83825f0917138fed1608e,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_Mono_FCGR3A.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__STATE__C1_loct_NK.npz,ba12b4aea4e9570895276e3e43f9d5da749db8da2fefb3f5e65fcfae0d76fb86,"superseded by predictions/v2_native/C1_LOCT__STATE__C1_loct_NK.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_B.npz,37f0aac6dbb513cb42c6cdb067331bb1c612a055851dc91a053f3e912aaa76e5,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_B.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_CD4T.npz,e85efe7c8300c20d1b1f5b4c41492b21576a85862236fc039182298e87c61edd,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_CD4T.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_CD8T.npz,d73843a6eb331d0ea104ac35368c199867a996ee650b9ffa546aac86764b775c,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_CD8T.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_DC.npz,d0de3a01d56810f3eb2b1c1795a824dd9bc05a54b50d02dafd8fb0f387824aa2,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_DC.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_Mk.npz,a29767432b65cc1c73fff376030d05732b6c3d0b39d728395f8d743ed5238444,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_Mk.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_Mono_CD14.npz,3436ea74eca98cf7b691b88bfa4defb5c444ab7846266943f418127ee72f3ec9,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_Mono_CD14.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_Mono_FCGR3A.npz,620db8c31418f4d84d5a7c3f76f58e585b3c6b40f1578dccbb300176761ee593,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_Mono_FCGR3A.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C1_LOCT__scPRAM__C1_loct_NK.npz,c87d8f1bbad22ccad54bfe3eecba5f907fa728fcb854882cccd2880aa5906ab3,"superseded by predictions/v2_native/C1_LOCT__scPRAM__C1_loct_NK.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D348.npz,4dbacdeac2caf492834cc31c3a4928f16c439c18b91653708bb9e8fa7cfacb76,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D348.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D349.npz,dadf473be00854edc132081466489ebbd0f805e47141a3b5fe84d2d685036327,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D349.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D350.npz,57b6fa7598ecd0f4b8258b6359e13b37a01b31a4a9f35a4ba811d59d369ee5b9,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D350.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D351.npz,1e35ae4c7b8b4804dab75f278bc91ccc5104ee7d8272c947c6f792a69ca7447d,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D351.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D352.npz,bd0824fa33786ad65fe003644830b3565b51bcdf5102579219a4629b8ba2b8dd,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D352.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D353.npz,d1325053cb899edd85af390d38b55551b9b87ad503232a5fbe810507ab284f73,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D353.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D354.npz,bc8d846665727b312da4a9e6c22c9d42d41994fa81a2fc9bce6ee505cbefc14b,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D354.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D355.npz,ea535205396c198cf4a797c221841428553dad14dbad68884664665f6f16ee9b,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D355.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D356.npz,9589c4c902551625ddeca8798cad8aa9747eb79b016da237349b4413b88c1a7e,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D356.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D357.npz,2caaad0b3bc517167b4b67a07f61e4f7a12d40d366abb98525b4631e94f36a6b,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D357.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D358.npz,3fe5087f6b139b51f0c2e0160fdbda2acf08f7139ffabdf6fa0164f41ce1e110,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D358.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D359.npz,887f80e7484efc731fca05f02156d40dd1f21bd0b1299ea1639ba94d335c2192,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D359.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D363.npz,7a3ae7c4fd9534e50892674b31c048c58cb5c20af3fc027266b9b03e9f1cf4d9,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D363.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D364.npz,875907016a27ef93a30da55ad6981fcc0dc07d5e3401b4f0d88d6cab057bcbc6,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D364.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D365.npz,20e041d6406d50c97338bac4c3a1084f00d2c53ccb94f5fd0db400d77fc59e34,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D365.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D366.npz,d94e9174a873d3d6c22918473b48fc030d35bec5cbf51df1fa241ebac883dcf0,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D366.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D367.npz,b42a2ebc97acfef013cd9859b01c7c4f0debf8e75347c8403a15f89ef21e4c36,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D367.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D368.npz,54d8124c4a900bf6ff487dd1c075ab3528a64404cba2686cd4a2f8292ff39bc8,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D368.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D369.npz,23bd7d822500cdc4abf775e879b9d34fa565150b6e37290110a6ecb8f573163c,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D369.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D370.npz,1c5f694b57354011207388f8a2ba7ec2ec9fef685dc01b749d18f554cf058932,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D370.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D371.npz,1cc2182d02cad90c4b547daea727e64ed4bedb3b03bf3645f5c9ec1d71b689ee,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D371.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D372.npz,7b068f6e54b45cb8ef0ed95e552c8bdaf1a7242111be827ce3ea8cd0db624fe0,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D372.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D373.npz,662504c81bcb4e084de86c7d47141ba5d4132df9fb32fceaa119966e301867dc,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D373.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D374.npz,7a49c7a907861d660866996816af1c62a61a7dd38a8a95308276cca34d54ebe5,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D374.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D378.npz,adcde7e3988538045d73b2c2d3c0cff7b9d0d480945df710ede29455704eb18a,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D378.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D379.npz,e304324249aeb62812b201a837e451b5ed5c5a2ec26a43481458e7df000a1206,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D379.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D380.npz,003fe9e14ccc59982cc11c0cd362a060205ccd6aef775218e0aafcfdcb663fc1,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D380.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D381.npz,78e91cbf2d6a3521d4120c793016363cccbb29cb5777bd6ae3c124472c89d8e5,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D381.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D382.npz,72277004b1377a84a0c62ac9a4cda72dee23ff43c722ce93a1956d6b821bedb5,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D382.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D383.npz,485ab36735780293b7e675dc57bf153d5fa7fa57dafb35e3a5cf46c36a086509,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D383.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D387.npz,f965b3cb265b08b823104aa1ff10fbb89843b8ff58c33b48c64d0a861d39dd77,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D387.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D388.npz,4bbb672153efb6a2827036ff8cea5842c769640719e9f3ebf590475bd482a20c,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D388.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D389.npz,af9c0f80f5a4ddafc54c73f1812c34fa40f1034fdd308ad15f470bfa372c01a4,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D389.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D390.npz,651ca9328dacceceb1a9b361b64f6571715052b974a67dad00afd60401e5590d,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D390.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D391.npz,3a6c5bd7e38a9438e168ccaa582a411c17abfe554791064f082c78ce4b6ce9d0,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D391.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D392.npz,b864fce9ac5f150c1a0778a47a095df7fee2d70ae15d772fc03f0e3be8189c92,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D392.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D393.npz,aee0e485f93e62eb85455fa131cfc7390cb4caf75ebb3dbfc145ef40af671b09,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D393.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D394.npz,8898e913987fb1ee5a6813b12fe4eb40b845112dc016aa6106c6fb7a4d19bda9,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D394.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D395.npz,484776f63f11f2b4641b06d226432ae57a6ba3a59a3c1dc6b13a54ca56a297b4,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D395.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D396.npz,eb45c656b528b92fd680da77c5d415170a872bd5c136d8a758e44876e125f985,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D396.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D397.npz,9617a56f31dae5423bbbae7ad895d88e2094cefc01688e96a82eb4e0cc014cb4,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D397.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D398.npz,701c7769e3e5a78c39cdf0407ab6fd99ec91d5585f48867ac6994a24bef9f272,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D398.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D405.npz,303cfda67fa8a253c431cbaaa1cb6a20dbb8bc40431bbe40bbf8a6579d878032,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D405.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D406.npz,d47b35a84633cc0cb74ecc9afcc029e45898b069468302e69b39db2013da7c72,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D406.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D407.npz,c6956fbca03ed7daf9941cb3fde00c19d568e7137071a0a709ed6896efb2e918,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D407.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D408.npz,46af7c08216d48aa50eb1650483dc49565a8d1af9de4d7d29be057cc2379b548,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D408.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D409.npz,19b5afd5f7bc1ff763e68f85f2469b30a29841d9ed3965440cdb8032301334d9,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D409.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D410.npz,edd8a1a8111a6b5eb48ba36bc27ca4aafeda1d618fe47bf516d0376dce630d0e,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D410.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D411.npz,f36e853138d8d5ae14943636f042f93f99f663b7bf3a2229c8d7eded6e9ad4c7,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D411.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D412.npz,64172b90e7c5418f3f4d902f2c472ee2d9319021ff6ec1d1ea0bd50bcb1d6225,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D412.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D413.npz,88d34ccdc5d4e6b95670614ae1d9e20b16ad411f01784726da7a540172841fd1,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D413.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D414.npz,1bf28a8ccb7f2a4b35db822e8d28acf988761fd2dd35591aa280982ffc0fefe2,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D414.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D415.npz,aaafb96d9aeab009421ce5c594b6e9ca4ba76fecc4bc422e8a3381841bc1f1f0,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D415.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D416.npz,f7b10b6fe4725ceffe5325f9b66cf74ae04cba7f6c04e761f48b1faffb5084a1,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D416.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D417.npz,27e7ee2bf12579b5080fb525d521295d1979d1a5c2bea2ebc34f16344c3f0095,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D417.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
predictions/C2/C2__STATE__C2_soskic_LODO_D418.npz,e8658b757d9f7760a24a0d7e5030387291fc338c77914a73dd1870a5d07ea975,"superseded by predictions/v2_native/C2__STATE__C2_soskic_LODO_D418.npz -- native re-run of 2026-09-14 under the B3 float64 stratum-mean fix, with declined-stratum coverage recorded in the bundle"
